timestamp,kucoin,kucoin-huobi_arb,kucoin-okex_arb
2020-05-22 00:00:00,42.590500000000006,-0.004499999999993065,-0.004499999999993065
2020-05-22 00:01:00,42.5415,-0.008499999999997954,-0.003500000000002501
2020-05-22 00:02:00,42.554,-0.006000000000000227,-0.006000000000000227
2020-05-22 00:03:00,42.519999999999996,-0.010000000000005116,-0.005000000000009663
2020-05-22 00:04:00,42.4785,0.018499999999995964,-0.0015000000000071623
2020-05-22 00:05:00,42.460499999999996,-0.009500000000002728,-0.004500000000007276
2020-05-22 00:06:00,42.5185,-0.021499999999996078,-0.006500000000002615
2020-05-22 00:07:00,42.6005,-0.009500000000002728,-0.004500000000007276
2020-05-22 00:08:00,42.6145,-0.02049999999999841,-0.010500000000000398
2020-05-22 00:09:00,42.5755,-0.01950000000000074,-0.01950000000000074
2020-05-22 00:10:00,42.5925,-0.007500000000000284,-0.022499999999993747
2020-05-22 00:11:00,42.5805,0.010500000000000398,0.00549999999999784
2020-05-22 00:12:00,42.5395,-0.005500000000004945,-0.015500000000002956
2020-05-22 00:13:00,42.560500000000005,-0.009499999999995623,-0.004499999999993065
2020-05-22 00:14:00,42.558499999999995,-0.01650000000000773,-0.02650000000000574
2020-05-22 00:15:00,42.554500000000004,-0.010499999999993292,-0.010499999999993292
2020-05-22 00:16:00,42.7175,-0.012500000000002842,-0.012500000000002842
2020-05-22 00:17:00,42.7305,-0.01950000000000074,-0.014500000000005286
2020-05-22 00:18:00,42.7575,0.0024999999999977263,0.0025000000000048317
2020-05-22 00:19:00,42.826499999999996,-0.01850000000000307,0.0014999999999929514
2020-05-22 00:20:00,42.8065,-0.003500000000002501,-0.003500000000002501
2020-05-22 00:21:00,42.8685,-0.0015000000000071623,0.003500000000002501
2020-05-22 00:22:00,42.8585,-0.0015000000000000568,0.0034999999999953957
2020-05-22 00:23:00,42.819500000000005,0.004500000000007276,0.014500000000005286
2020-05-22 00:24:00,42.855000000000004,-0.0049999999999954525,0.010000000000005116
2020-05-22 00:25:00,42.841499999999996,-0.008500000000005059,-0.003500000000002501
2020-05-22 00:26:00,42.829499999999996,-0.005500000000004945,-0.0005000000000023874
2020-05-22 00:27:00,42.788,-0.0020000000000095497,0.0030000000000001137
2020-05-22 00:28:00,42.7805,-0.009499999999995623,0.00549999999999784
2020-05-22 00:29:00,42.8155,0.00549999999999784,0.0005000000000023874
2020-05-22 00:30:00,42.811499999999995,-0.013500000000007617,-0.008500000000005059
2020-05-22 00:31:00,42.8525,-0.0025000000000048317,0.007500000000000284
2020-05-22 00:32:00,42.834500000000006,0.004500000000007276,0.009500000000002728
2020-05-22 00:33:00,42.826499999999996,-0.008500000000005059,0.0014999999999929514
2020-05-22 00:34:00,42.8625,-0.0025000000000048317,0.007499999999993179
2020-05-22 00:35:00,42.841499999999996,0.0014999999999929514,0.0014999999999929514
2020-05-22 00:36:00,42.8525,0.012499999999995737,0.012499999999995737
2020-05-22 00:37:00,42.8195,-0.005500000000004945,0.0045000000000001705
2020-05-22 00:38:00,42.817499999999995,0.007499999999993179,0.0024999999999977263
2020-05-22 00:39:00,42.789,-0.006000000000000227,0.0040000000000048885
2020-05-22 00:40:00,42.7735,0.003500000000002501,-0.0015000000000071623
2020-05-22 00:41:00,42.7315,-0.003500000000002501,-0.003500000000002501
2020-05-22 00:42:00,42.7175,0.0024999999999977263,-0.007499999999993179
2020-05-22 00:43:00,42.7495,-0.005500000000004945,-0.0005000000000023874
2020-05-22 00:44:00,42.7555,0.010499999999993292,0.010499999999993292
2020-05-22 00:45:00,42.7555,0.000499999999995282,0.00549999999999784
2020-05-22 00:46:00,42.7615,-0.003500000000002501,-0.003500000000002501
2020-05-22 00:47:00,42.675,0.0049999999999954525,0.00999999999999801
2020-05-22 00:48:00,42.707499999999996,0.0024999999999977263,0.0024999999999977263
2020-05-22 00:49:00,42.6935,0.008499999999997954,0.008499999999997954
2020-05-22 00:50:00,42.7195,-0.015500000000002956,-0.00549999999999784
2020-05-22 00:51:00,42.7215,-0.008500000000005059,-0.0034999999999953957
2020-05-22 00:52:00,42.7005,0.000499999999995282,0.00549999999999784
2020-05-22 00:53:00,42.677499999999995,-0.00750000000000739,0.0024999999999977263
2020-05-22 00:54:00,42.6475,0.0025000000000048317,0.012499999999995737
2020-05-22 00:55:00,42.682500000000005,0.0025000000000048317,0.00750000000000739
2020-05-22 00:56:00,42.6475,-0.0024999999999977263,0.007500000000000284
2020-05-22 00:57:00,42.6015,0.011499999999998067,0.016500000000000625
2020-05-22 00:58:00,42.588499999999996,0.008499999999997954,0.013499999999993406
2020-05-22 00:59:00,42.584500000000006,-0.000499999999995282,0.009500000000002728
2020-05-22 01:00:00,42.6515,-0.003500000000002501,-0.008499999999997954
2020-05-22 01:01:00,42.6695,-0.0005000000000023874,0.0045000000000001705
2020-05-22 01:02:00,42.677499999999995,-0.0025000000000048317,-0.00750000000000739
2020-05-22 01:03:00,42.6525,-0.0024999999999977263,-0.0024999999999977263
2020-05-22 01:04:00,42.670500000000004,-0.004499999999993065,-0.014499999999998181
2020-05-22 01:05:00,42.6225,0.012500000000002842,0.00750000000000739
2020-05-22 01:06:00,42.593,-0.006999999999997897,-0.012000000000000455
2020-05-22 01:07:00,42.6015,-0.003500000000002501,-0.003500000000002501
2020-05-22 01:08:00,42.5925,-0.007500000000000284,-0.0024999999999977263
2020-05-22 01:09:00,42.578500000000005,0.003500000000002501,0.003500000000002501
2020-05-22 01:10:00,42.560500000000005,0.0005000000000023874,0.005500000000004945
