timestamp,kucoin,kucoin-huobi_arb,kucoin-okex_arb
2020-05-22 00:00:00,2.56385,0.0005999999999999339,0.0003500000000000725
2020-05-22 00:01:00,2.5552,0.0015000000000000568,-0.0002999999999997449
2020-05-22 00:02:00,2.55765,0.0016500000000001513,0.0001500000000000945
2020-05-22 00:03:00,2.55905,0.0022999999999999687,4.999999999988347e-05
2020-05-22 00:04:00,2.5577,0.0019500000000003403,0.000700000000000145
2020-05-22 00:05:00,2.55875,0.0019000000000000128,0.0017499999999994742
2020-05-22 00:06:00,2.5603499999999997,0.0007999999999999119,0.0013499999999995183
2020-05-22 00:07:00,2.5605,5.000000000032756e-05,0.001000000000000334
2020-05-22 00:08:00,2.55905,-0.00019999999999997797,0.0015499999999999403
2020-05-22 00:09:00,2.5578000000000003,-0.00024999999999941735,0.000800000000000356
2020-05-22 00:10:00,2.558,0.0001499999999996504,0.0019999999999997797
2020-05-22 00:11:00,2.5574500000000002,0.0007500000000000284,0.0014500000000001734
2020-05-22 00:12:00,2.5578000000000003,0.00140000000000029,0.0018000000000002458
2020-05-22 00:13:00,2.5555,-0.0001500000000000945,-0.000500000000000167
2020-05-22 00:14:00,2.5559000000000003,0.0001500000000005386,-9.999999999976694e-05
2020-05-22 00:15:00,2.5551000000000004,0.000700000000000145,-0.00039999999999951186
2020-05-22 00:16:00,2.5606999999999998,-0.00040000000000040004,0.0006999999999997009
2020-05-22 00:17:00,2.56135,-0.0009500000000000064,0.0013499999999999623
2020-05-22 00:18:00,2.5628,-0.0003500000000000725,0.000300000000000189
2020-05-22 00:19:00,2.56375,0.00040000000000040004,0.0012500000000001954
2020-05-22 00:20:00,2.5623,-0.000300000000000189,-0.00019999999999997797
2020-05-22 00:21:00,2.5688,-0.00010000000000021103,0.0007999999999999119
2020-05-22 00:22:00,2.5661,5.000000000032756e-05,0.00010000000000021103
2020-05-22 00:23:00,2.56685,0.000300000000000189,0.0008500000000002395
2020-05-22 00:24:00,2.5711,0.0013000000000000789,0.0020999999999999908
2020-05-22 00:25:00,2.57005,-0.0004499999999998394,0.0015499999999999403
2020-05-22 00:26:00,2.57015,-0.00019999999999997797,0.0016499999999997073
2020-05-22 00:27:00,2.5688,-5.000000000032756e-05,0.000800000000000356
2020-05-22 00:28:00,2.56945,0.0009499999999995623,0.0019499999999998963
2020-05-22 00:29:00,2.57135,0.001100000000000101,0.002349999999999852
2020-05-22 00:30:00,2.57165,0.0004999999999997229,0.0016499999999997073
2020-05-22 00:31:00,2.57375,0.0024500000000000632,0.0027500000000002522
2020-05-22 00:32:00,2.5729499999999996,0.0011499999999995403,0.0019499999999998963
2020-05-22 00:33:00,2.5736499999999998,0.0017499999999994742,0.0016499999999997073
2020-05-22 00:34:00,2.57405,0.0013999999999998458,0.0020500000000001073
2020-05-22 00:35:00,2.5742000000000003,0.0015000000000000568,0.002200000000000202
2020-05-22 00:36:00,2.5753500000000003,-0.00019999999999953388,0.0023500000000002963
2020-05-22 00:37:00,2.5734000000000004,0.0010500000000002174,0.0019000000000004569
2020-05-22 00:38:00,2.5742000000000003,0.001700000000000479,0.001700000000000479
2020-05-22 00:39:00,2.5747999999999998,0.0017499999999994742,0.0032999999999998586
2020-05-22 00:40:00,2.5740499999999997,0.0017499999999999183,0.00254999999999983
2020-05-22 00:41:00,2.5702,0.0018499999999996852,0.0016999999999995907
2020-05-22 00:42:00,2.56965,0.0013000000000000789,0.0016500000000005954
2020-05-22 00:43:00,2.5696000000000003,0.0017500000000003624,0.001100000000000101
2020-05-22 00:44:00,2.5704000000000002,0.00020000000000042206,0.00140000000000029
2020-05-22 00:45:00,2.57165,0.0013500000000004064,0.0016499999999997073
2020-05-22 00:46:00,2.5731,0.002100000000000435,0.001100000000000101
2020-05-22 00:47:00,2.5703,0.0017499999999999183,0.0013000000000000789
2020-05-22 00:48:00,2.5708,0.0024500000000000632,0.0007999999999999119
2020-05-22 00:49:00,2.5706499999999997,0.002449999999999619,0.0011499999999999844
2020-05-22 00:50:00,2.5709999999999997,0.0022999999999995246,0.0009999999999994458
2020-05-22 00:51:00,2.5708,0.0022500000000000853,0.0013000000000000789
2020-05-22 00:52:00,2.5700000000000003,0.0016500000000005954,0.000500000000000167
2020-05-22 00:53:00,2.56965,0.0017500000000003624,0.0006500000000002615
2020-05-22 00:54:00,2.56945,0.0017999999999998018,0.0014499999999997293
2020-05-22 00:55:00,2.56935,0.0017500000000003624,0.0013499999999999623
2020-05-22 00:56:00,2.56865,0.0011999999999998678,0.0006499999999998174
2020-05-22 00:57:00,2.5664499999999997,0.0023999999999997357,-0.0010500000000002174
2020-05-22 00:58:00,2.56385,0.0024999999999999467,-0.0001500000000000945
2020-05-22 00:59:00,2.5618499999999997,0.002449999999999619,-0.0006500000000002615
2020-05-22 01:00:00,2.56195,0.002349999999999852,0.0009500000000000064
2020-05-22 01:01:00,2.56145,0.0019999999999997797,0.0009499999999995623
2020-05-22 01:02:00,2.5617,0.0009000000000001229,0.000700000000000145
2020-05-22 01:03:00,2.5606999999999998,0.00019999999999953388,0.00019999999999953388
2020-05-22 01:04:00,2.5597000000000003,0.000700000000000145,-0.0002999999999993008
2020-05-22 01:05:00,2.5552,-0.0015000000000000568,-0.0022999999999999687
2020-05-22 01:06:00,2.55435,0.0013000000000000789,-0.0011499999999999844
2020-05-22 01:07:00,2.55405,0.001300000000000523,0.0005500000000000504
2020-05-22 01:08:00,2.5538499999999997,0.0022999999999999687,0.0003499999999996284
2020-05-22 01:09:00,2.5505,0.00019999999999997797,-0.0015000000000000568
