timestamp,kucoin,kucoin-huobi_arb,kucoin-okex_arb
2020-05-22 23:59:00,0.201485,-6.999999999998674e-05,-1.5000000000015001e-05
2020-05-23 00:00:00,0.201485,-6.999999999998674e-05,-1.5000000000015001e-05
2020-05-23 00:01:00,0.201635,-4.999999999977245e-06,-6.499999999998174e-05
2020-05-23 00:02:00,0.201765,-3.499999999997949e-05,-8.500000000000174e-05
2020-05-23 00:03:00,0.201235,-4.999999999999449e-05,-1.4999999999987246e-05
2020-05-23 00:04:00,0.201185,-5.0000000000050004e-06,-1.4999999999987246e-05
2020-05-23 00:05:00,0.201265,3.0000000000002247e-05,1.5000000000015001e-05
2020-05-23 00:06:00,0.201295,3.0000000000002247e-05,-5.4999999999999494e-05
2020-05-23 00:07:00,0.201655,2.4999999999997247e-05,5.0000000000050004e-06
2020-05-23 00:08:00,0.20167000000000002,5.0000000000050004e-06,2.0000000000020002e-05
2020-05-23 00:09:00,0.20175500000000002,-3.999999999998449e-05,-9.499999999998399e-05
2020-05-23 00:10:00,0.20240999999999998,5.999999999997674e-05,0.00010999999999999899
2020-05-23 00:11:00,0.202285,0.0,3.500000000000725e-05
2020-05-23 00:12:00,0.20211,6.0000000000004494e-05,6.0000000000004494e-05
2020-05-23 00:13:00,0.2022,3.999999999998449e-05,4.999999999999449e-05
2020-05-23 00:14:00,0.201895,1.0000000000010001e-05,4.499999999998949e-05
2020-05-23 00:15:00,0.201925,4.999999999999449e-05,-2.5000000000025002e-05
2020-05-23 00:16:00,0.20186500000000002,6.0000000000004494e-05,0.00011500000000003174
2020-05-23 00:17:00,0.20178000000000001,5.500000000002725e-05,3.0000000000030003e-05
2020-05-23 00:18:00,0.201525,1.5000000000015001e-05,-2.4999999999997247e-05
2020-05-23 00:19:00,0.201575,3.999999999998449e-05,2.4999999999997247e-05
2020-05-23 00:20:00,0.201715,4.499999999998949e-05,6.50000000000095e-05
2020-05-23 00:21:00,0.20173000000000002,3.0000000000030003e-05,8.00000000000245e-05
2020-05-23 00:22:00,0.201825,-5.0000000000050004e-06,7.50000000000195e-05
